Invoice,OrderValue,ItemsPerOrder
576613,310.04,4
576614,250.04,57
576615,389.76,79
576616,261.3,6
576622,105.76,7
576623,1301.0,7
576624,396.0,15
576625,121.6,7
576626,380.46999999999997,82
576627,361.8,8
576628,291.88,19
576629,610.28,17
576630,199.98000000000002,11
576631,226.39999999999998,5
576633,356.39,8
576634,94.56,3
576635,408.8,2
576636,139.92000000000002,2
576637,313.62,5
576638,219.35,13
576639,282.45,15
576640,121.32000000000001,2
576641,120.66,4
576642,138.21,9
576645,643.96,39
576648,639.16,14
576649,148.07,16
576650,1935.9,92
576651,609.07,27
576652,170.56,19
576653,4391.16,26
576654,144.06,29
576655,470.33,24
576656,30.0,2
576657,409.02,25
576658,296.76,23
576659,21.0,1
576660,315.7,8
576661,106.95,14
576663,247.98000000000002,7
576664,232.5,3
576665,890.19,145
576666,4.2,1
576667,498.06,22
576668,363.2,2
576669,77.76,2
576671,55.16,4
576672,1497.52,22
576676,177.2,10
576677,319.86,29
576684,625.86,24
576686,378.18,93
576687,159.13,48
576688,1995.56,92
576689,258.24,42
576690,351.11,51
576691,237.60000000000002,1
576692,201.44,12
576693,443.4,4
576694,309.37,16
576695,187.71,64
576696,645.38,82
576704,167.61,23
576734,184.4,11
576736,356.1,4
576758,273.04,9
576768,1145.32,11
576769,107.45,7
576770,223.85000000000002,11
576771,739.02,50
576772,434.5,3
576774,301.1,13
576775,716.0,3
576778,241.53,41
576779,1219.25,133
576780,370.36,19
576781,178.34,11
576782,340.0,1
576783,475.13,21
576784,405.71,57
576786,238.99,6
576787,946.41,36
576789,60.12,5
576790,67.75,2
576791,256.32,2
576792,295.17,11
576809,305.22,14
576824,408.66,6
576826,49.8,2
576827,612.0,1
576830,292.22,45
576832,263.0,9
576833,226.17000000000002,17
576834,389.41,18
576836,462.28,14
576838,353.98,20
576841,110.08,28
576842,295.8,14
576844,1115.52,27
576845,200.2,9
576846,497.97,27
576847,456.59999999999997,11
576848,245.68,34
576849,23.55,3
576851,245.03,49
576852,294.32,37
576853,93.39,3
576854,42.36000000000001,3
576855,238.92000000000002,28
576857,228.58,92
576859,495.78000000000003,15
576860,769.36,83
576861,220.94,17
576862,290.81,12
576863,251.97,13
576864,206.28,61
576865,103.69,28
576867,285.3,16
576869,617.04,5
576872,277.88,14
576873,109.84,19
576874,171.19,10
576875,370.4,10
576876,411.98,40
576877,6.959999999999999,1
576878,86.6,5
576879,444.68,22
576880,350.62,18
576881,389.13,14
576888,267.7,12
576889,293.92,35
576890,328.65,23
576891,120.9,6
576892,67.00999999999999,4
576893,186.79999999999998,12
576894,291.86,16
576895,58.349999999999994,2
576896,181.6,3
576897,743.43,12
576899,759.48,32
576900,343.38,9
576901,207.99,10
576902,99.0,1
576904,211.63,9
576905,285.88,17
576906,616.48,33
576907,248.2,9
576909,1072.1200000000001,32
576910,2037.69,45
576911,349.2,61
576912,411.96000000000004,7
576913,55.08,3
576914,93.44,6
576915,25.699999999999996,3
576916,358.15000000000003,12
576917,289.1,15
576920,532.76,23
576922,7.800000000000001,1
576923,4808.48,31
576924,477.67,23
576926,442.14,14
576927,1551.3,81
576928,175.95,9
576929,129.78,7
576930,311.44,8
576931,305.38,21
576932,492.51,55
576933,351.54,79
576941,619.9,19
576948,533.69,23
576958,13.049999999999999,1
576971,312.92,16
576984,280.97,10
576995,244.66,7
577000,306.0,3
577008,133.02,29
577009,572.59,32
577010,464.85,72
577011,30.0,1
577016,780.1999999999999,40
577018,163.74,3
577019,211.10000000000002,6
577020,365.29,16
577021,2209.74,3
577022,331.55,38
577023,412.8,19
577024,159.65,46
577025,363.62,23
577026,243.6,12
577027,321.15,7
577028,211.29999999999998,7
577029,655.8199999999999,50
577030,412.56000000000006,8
577031,301.64,15
577032,91.8,4
577033,453.45,55
577034,871.54,91
577035,341.15999999999997,10
577036,54.57,12
577038,401.78,62
577039,1050.66,43
577041,152.64000000000001,1
577043,174.9,7
577044,460.8,2
577045,145.0,1
577046,1342.71,59
577047,315.9,4
577048,65.7,4
577049,298.78,41
577050,738.67,36
577051,177.91,64
577052,397.63,51
577053,612.39,23
577054,103.2,4
577055,599.16,7
577056,634.95,23
577057,539.97,154
577058,421.96999999999997,112
577059,237.35999999999999,12
577060,131.8,4
577061,842.94,45
577062,162.95,11
577063,447.93,7
577064,295.14,3
577065,146.35000000000002,8
577067,164.72,4
577068,9.0,1
577069,69.61,4
577071,1166.7,53
577072,99.7,4
577074,243.96,17
577076,161.2,41
577077,524.18,65
577079,129.22,3
577080,357.6,13
577082,444.82,28
577083,145.71,5
577084,282.25,6
577085,310.5,10
577086,165.3,14
577087,149.6,3
577088,129.6,2
577089,166.15,13
577090,209.49,15
577091,131.95,7
577092,446.90000000000003,23
577093,426.06,18
577094,149.29,29
577095,219.44,36
577097,616.8,3
577098,472.0,5
577099,312.68,14
577100,59.0,1
577101,130.7,8
577103,88.25,6
577104,312.73,11
577105,186.17999999999998,9
577106,336.54,122
577107,851.0600000000001,35
577108,326.75,32
577109,304.47,20
577110,113.64,7
577121,800.96,32
577125,133.4,4
577126,1794.05,56
577127,445.08000000000004,17
577128,138.86,33
577129,46.8,2
577130,165.0,1
577132,184.26,3
577133,51.95,4
577134,340.8,2
577135,239.72,6
577136,170.0,2
577137,325.44,1
577138,17.700000000000003,1
577139,42.900000000000006,3
577140,55.6,3
577141,553.14,27
577142,344.51,18
577143,142.88,9
577146,75.45,4
577148,1253.66,9
577152,499.4,24
577155,349.40000000000003,17
577156,604.73,34
577157,925.64,44
577158,342.83000000000004,20
577160,334.56,19
577161,280.3,15
577162,137.3,4
577165,195.52,10
577166,102.0,1
577167,367.56,66
577168,739.1999999999999,3
577169,110.46,7
577170,200.45000000000002,7
577171,612.21,46
577172,115.05,16
577173,579.86,20
577174,314.08,87
577175,223.06,11
577176,316.45,14
577177,4.16,1
577178,177.31,11
577179,92.4,2
577180,1040.39,17
577182,304.7,17
577202,354.96000000000004,3
577209,563.28,3
577217,247.36,31
577218,143.14,10
577228,460.89,100
577230,158.53,44
577235,314.85,14
577252,264.35,68
577256,333.62,14
577258,222.43,64
577286,129.14,32
577289,444.96000000000004,2
577295,374.68,10
577296,153.92,45
577297,278.4,88
577298,525.55,18
577299,126.0,8
577300,323.1,35
577301,30.450000000000003,2
577302,191.67,38
577303,974.8100000000001,40
577308,295.88,17
577309,379.19,27
577310,769.0,6
577311,110.22,21
577312,738.1800000000001,37
577313,157.78,5
577314,936.64,35
577315,219.92,43
577316,1185.85,44
577317,197.74,52
577318,1072.73,24
577319,197.63,66
577320,396.65,25
577321,266.91,10
577322,72.0,1
577324,303.01,22
577325,152.64000000000001,2
577326,166.0,2
577328,188.7,2
577329,169.06,16
577331,467.57,45
577332,297.65000000000003,12
577333,370.14,17
577334,446.94000000000005,4
577335,355.98,5
577336,228.99,14
577337,171.85,37
577338,166.08,8
577341,778.6,44
577344,198.6,10
577347,102.12,8
577352,126.0,6
577355,785.5600000000001,44
577356,114.6,4
577357,867.64,13
577359,398.81,61
577361,15.0,1
577365,366.17,16
577382,12.4,3
577387,4.25,1
577393,2068.09,22
577396,478.12,11
577400,571.24,31
577402,786.4399999999999,9
577403,462.44,27
577404,450.12,19
577405,212.92,8
577406,219.0,12
577407,509.96,10
577408,110.95,9
577409,882.86,17
577410,248.85,33
577411,437.67,58
577429,255.4,17
577438,209.31,49
577440,345.4,3
577443,172.79999999999998,3
577469,320.38,67
577472,1051.84,36
577473,369.17,94
577474,158.24,8
577475,439.8,30
577476,888.27,27
577477,155.71,9
577478,190.72,10
577479,917.54,41
577480,996.62,66
577482,613.78,55
577483,351.13,84
577484,492.94,23
577485,735.84,147
577487,333.36,5
577488,575.76,11
577490,316.43,56
577491,125.99000000000001,6
577492,125.48,8
577493,220.04999999999998,50
577494,35.1,1
577495,237.4,65
577496,107.6,3
577497,287.81,57
577498,155.38,17
577499,24.11,9
577500,225.36,56
577501,317.56,17
577502,576.29,26
577503,236.3,46
577504,847.8199999999999,198
577505,378.31,30
577506,496.61,86
577507,232.09,58
577508,185.34,34
577510,19.799999999999997,1
577511,167.62,46
577512,262.42,13
577514,192.19,11
577515,117.74000000000001,6
577516,107.7,33
577517,360.05,52
577518,126.7,8
577519,866.97,66
577520,141.48,34
577521,83.15,24
577522,158.03,27
577523,205.96,12
577524,546.64,51
577525,161.35,7
577526,554.34,30
577527,188.73,22
577528,177.31,9
577529,60.48,1
577530,371.2,19
577532,118.98,32
577533,135.11,23
577534,23.79,5
577535,341.24,78
577536,119.97,50
577537,170.32,11
577538,118.2,7
577539,507.68,24
577540,103.09,24
577541,381.7,21
577542,130.04,25
577543,285.56,20
577544,673.21,71
577545,299.09,55
577546,10.5,1
577548,29.4,6
577549,444.47,93
577550,307.56,20
577551,265.83,15
577552,150.3,9
577553,70.2,1
577554,252.82999999999998,39
577555,100.2,2
577556,52.199999999999996,3
577557,446.15999999999997,94
577572,108.75,12
577579,111.18,7
577594,307.09,23
577595,230.16,42
577596,390.0,1
577597,327.3,18
577598,343.14,20
577599,316.90000000000003,12
577600,290.76,14
577601,978.58,40
577602,329.04,16
577603,147.04,12
577604,43.2,3
577605,400.08000000000004,5
577606,427.48,22
577607,95.4,1
577609,1757.55,73
577610,362.48,18
577613,805.2,50
577615,686.05,36
577616,307.24,14
577617,95.52000000000001,6
577618,430.48,14
577633,1120.11,48
577646,133.68,11
577669,186.01,7
577680,219.01000000000002,7
577687,397.72,16
577689,278.45,20
577690,349.39,43
577691,127.61,20
577694,129.4,12
577695,612.01,52
577696,163.07,63
577697,135.06,11
577698,320.89,34
577699,400.70000000000005,19
577700,192.4,47
577701,183.32,24
577711,180.34,40
577716,297.0,14
577718,523.2,2
577719,1100.22,9
577720,1809.7,8
577721,131.66,11
577723,505.6,79
577724,97.5,4
577725,45.300000000000004,3
577726,167.92000000000002,6
577727,362.76,5
577728,375.27,46
577729,563.28,34
577730,178.26,18
577732,569.9200000000001,12
577733,149.47,19
577734,132.0,4
577735,388.8,11
577736,110.92,24
577738,216.9,3
577739,60.8,3
577740,427.8,60
577741,467.11,22
577742,456.12,72
577743,145.11,17
577744,368.6,10
577745,461.4,18
577746,383.99,25
577747,5490.24,14
577748,1437.5,49
577749,534.2,41
577751,264.89,40
577754,2675.28,34
577755,195.36,11
577756,340.11,21
577757,43.62,8
577769,453.08,22
577770,359.04,15
577771,41.6,2
577772,689.52,22
577773,510.4,93
577774,385.57,56
577776,32.65,3
577778,153.38,65
577782,271.59,85
577783,2786.4,35
577784,119.66,8
577785,701.97,53
577790,172.6,10
577791,939.89,63
577792,31.85,2
577793,135.43,9
577794,543.28,58
577795,126.31,26
577796,233.9,11
577797,15.0,1
577798,298.34,21
577800,889.38,36
577801,82.5,9
577802,29.5,1
577804,189.87,33
577805,1459.7599999999998,7
577806,82.0,5
577807,309.65,18
577808,75.0,3
577809,414.25,13
577810,720.0,1
577811,214.71,14
577812,308.74,16
577813,580.38,26
577814,120.06,9
577816,1090.92,28
577818,256.45,10
577820,604.0,7
577822,2000.0,10
577823,392.40000000000003,2
577824,301.29,11
577825,144.72,10
577826,161.67000000000002,13
577827,276.85,11
577830,174.6,4
577831,266.7,19
577833,145.64999999999998,9
577834,542.99,28
577835,284.02,12
577837,213.72,5
577838,289.52,14
577840,40.64,2
577841,205.62,6
577842,787.5500000000001,8
577843,237.60000000000002,1
577845,734.8199999999999,22
577848,44.550000000000004,1
577850,1136.96,63
577851,348.38,12
577852,2232.0,1
577853,117.08000000000001,10
577854,189.64000000000001,5
577855,242.26,109
577856,357.88,13
577857,221.64,6
577858,396.65,2
577859,238.41,21
577860,269.64,11
577861,351.64,21
577869,302.21999999999997,37
577880,206.28,12
577893,279.37,36
577897,322.08,1
577905,291.6,5
577906,22.04,1
577919,138.05,15
577938,197.29999999999998,40
577950,245.05,10
577951,247.68,34
577973,394.14,6
577980,202.95,22
577985,150.0,9
578004,108.39999999999999,11
578005,522.98,11
578006,388.68,21
578008,209.28,33
578009,114.14,19
578010,204.0,1
578011,292.59000000000003,20
578012,59.400000000000006,1
578013,111.91,32
578014,149.4,1
578015,291.35999999999996,10
578016,496.92,72
578017,255.43,61
578018,714.09,34
578019,142.93,40
578020,418.03,31
578021,30.349999999999998,9
578022,270.45,62
578023,30.0,1
578024,639.2,36
578025,309.36,15
578026,599.78,33
578027,699.1,37
578028,55.81,17
578029,860.6999999999999,24
578030,662.66,20
578031,376.2,18
578032,647.94,40
578033,585.75,28
578034,588.24,5
578035,284.04,6
578036,351.9,78
578038,346.14,9
578040,199.48000000000002,25
578041,1436.91,184
578042,510.0,1
578043,416.17,23
578044,722.14,28
578045,131.78,51
578053,330.55,20
578054,616.0,10
578055,320.46,13
578056,334.9,12
578057,164.23,28
578058,95.34,8
578059,222.84,8
578060,976.0,3
578063,235.96,14
578064,104.0,1
578068,695.19,119
578069,351.95,16
578070,16.5,1
578071,272.36,6
578072,667.84,77
578074,808.91,128
578075,118.78999999999999,24
578078,196.94000000000003,11
578079,466.18,23
578080,243.55,15
578081,958.2,10
578082,221.36,14
578084,301.25,21
578085,294.88,12
578086,356.02,16
578087,150.55,13
578088,874.25,106
578089,406.72,6
578091,82.91,4
578092,314.77,18
578093,302.24,17
578094,184.4,23
578096,83.96000000000001,2
578098,79.48,26
578099,350.57,21
578100,368.14,18
578101,105.0,3
578102,409.0,12
578103,254.12,9
578104,308.46,15
578105,177.33,8
578106,312.5,6
578107,127.68,7
578108,385.06,13
578109,311.66,21
578111,164.28,5
578112,30.0,1
578113,92.4,4
578114,194.41,12
578115,115.9,8
578116,314.81,7
578117,223.5,14
578118,842.02,29
578119,72.0,4
578120,381.2,21
578121,400.4,21
578123,80.0,1
578125,3956.6800000000003,45
578126,8.95,2
578127,472.6,6
578128,269.52,8
578129,102.84,9
578130,104.2,4
578133,243.8,10
578140,7952.68,42
578141,290.0,1
578143,1835.96,11
578146,339.4,49
578147,193.51,47
578150,16.5,1
578151,315.71,19
578152,131.39999999999998,1
578153,193.29,51
578154,1.65,1
578155,176.94,51
578171,392.40000000000003,16
578174,219.23000000000002,11
578187,500.52000000000004,31
578192,102.0,1
578196,83.4,1
578211,319.71,59
578220,341.54,5
578225,852.8100000000001,48
578229,273.35,21
578230,354.0,2
578231,286.8,24
578232,85.0,1
578233,2396.33,212
578234,298.24,17
578243,1050.3200000000002,33
578244,569.67,39
578246,116.46,6
578247,138.6,17
578248,437.12,38
578249,457.2,1
578250,130.53,50
578251,417.05,78
578252,530.16,5
578253,88.2,4
578254,366.8,7
578255,604.75,102
578256,69.6,1
578258,338.63,60
578260,378.90000000000003,17
578261,792.94,10
578262,313.65,107
578263,280.4,16
578264,123.64,33
578265,406.53000000000003,19
578266,141.68,41
578267,12.75,1
578268,5.45,1
578270,6936.5199999999995,442
578271,90.02,4
578272,198.31,13
578273,109.01,21
578275,188.38,34
578277,329.12,25
578278,488.25,46
578279,446.58,7
578281,213.8,15
578283,353.52,7
578284,71.6,5
578285,81.06,28
578286,90.47999999999999,1
578287,19.259999999999998,3
578288,49.0,7
578289,904.52,136
578290,778.92,37
578291,54.900000000000006,2
578292,708.76,72
578293,886.86,33
578294,91.45000000000002,5
578295,204.3,7
578296,94.80000000000001,2
578297,446.28,9
578298,398.7,17
578299,426.09,10
578300,310.0,2
578301,380.64,14
578302,718.89,38
578303,541.71,12
578304,407.4,5
578305,10584.77,132
578306,236.34,11
578307,353.03,53
578308,34.29,14
578309,256.8,14
578310,313.52,21
578311,20.8,1
578312,229.26,8
578313,130.13,7
578314,332.55,8
578315,319.33,19
578316,302.44,18
578317,710.6800000000001,38
578318,164.7,9
578319,107.76,4
578321,2990.0,4
578322,209.94,10
578323,212.85,23
578324,178.7,27
578325,178.47,27
578326,192.01,20
578330,277.98,2
578331,207.14000000000001,10
578333,332.96,12
578334,82.8,6
578335,417.56,26
578339,178.48,9
578341,279.35999999999996,2
578343,83.0,3
578345,264.6,3
578346,264.6,3
578348,162.5,11
578349,465.35,25
578350,306.35,14
578351,163.2,2
578352,129.5,6
578353,184.2,7
578354,468.52000000000004,23
578356,197.28,3
578357,188.49,18
578358,2210.64,12
578359,1074.0,6
578361,122.64,8
578362,1082.14,22
578364,220.2,12
578365,1092.1,12
578366,298.85,19
578369,136.65,20
578370,166.0,31
578372,37.239999999999995,2
578373,339.73,21
578375,240.39000000000001,5
578384,71.0,5
578400,168.13,46
578420,277.85,19
578425,72.0,1
578427,196.0,8
578429,521.21,54
578433,474.16,9
578441,285.35,3
578445,188.76,30
578451,69.6,1
578459,286.4,8
578461,193.75,11
578463,340.7,16
578468,220.62,18
578469,590.32,13
578470,237.74,13
578472,1750.46,59
578479,191.01000000000002,38
578480,317.5,12
578485,810.76,33
578488,518.42,58
578506,316.5,54
578508,150.6,40
578509,183.5,11
578510,534.73,66
578511,247.62,27
578512,435.88,5
578513,1463.64,55
578514,39.480000000000004,2
578515,153.76,40
578516,619.84,38
578517,772.54,22
578518,110.57000000000001,29
578519,373.5,91
578520,203.58,23
578521,203.38,43
578522,170.31,55
578523,150.76,16
578526,215.76,13
578530,301.14,10
578531,250.26,67
578532,289.62,18
578533,271.2,21
578534,415.25,32
578535,52.739999999999995,3
578541,2079.37,126
578544,314.58,16
578547,324.74,16
578548,253.60999999999999,52
578550,111.34,6
578551,677.83,60
578620,282.19,55
578621,121.66000000000001,6
578622,49.8,1
578623,158.42,7
578626,879.1,18
578627,312.0,10
578630,170.52,3
578631,189.8,8
578633,290.32,22
578634,112.38,7
578653,462.0,24
578661,392.76,13
578662,159.23,23
578663,93.78,6
578664,247.06,47
578665,427.08000000000004,11
578666,1060.25,66
578667,137.97,26
578668,195.0,5
578670,4.949999999999999,1
578671,66.0,1
578672,40.199999999999996,3
578674,39.480000000000004,1
578675,738.96,38
578676,154.48000000000002,30
578677,187.14000000000001,25
578678,462.76,97
578679,348.1,10
578680,239.66000000000003,13
578681,302.34,14
578682,963.1800000000001,20
578683,151.38,5
578684,35.400000000000006,2
578685,440.64,7
578686,362.95,20
578687,318.17,22
578688,292.67,40
578689,353.61,4
578690,138.55,9
578694,234.24,2
578695,36.8,3
578696,721.34,32
578697,337.4,22
578698,400.09,35
578699,336.96,5
578701,443.18,25
578702,1245.81,56
578703,261.11,47
578704,408.0,2
578705,125.22,17
578707,376.02,70
578708,56.6,2
578719,177.61,38
578736,706.5,15
578745,37.800000000000004,1
578757,420.41,125
578781,358.83,127
578782,2.1,1
578783,364.13,37
578785,345.9,4
578786,196.85,21
578787,232.65,12
578789,320.6,15
578790,191.32,38
578791,123.28999999999999,15
578792,293.78999999999996,6
578793,1909.6200000000001,10
578794,208.04,17
578795,308.86,13
578802,107.0,4
578804,102.3,8
578805,396.14,20
578806,543.4399999999999,22
578807,331.52,6
578808,671.83,52
578809,460.86,30
578810,208.70000000000002,7
578811,2016.78,49
578812,350.9,21
578813,100.9,3
578814,266.1,87
578815,308.64,19
578816,397.35,5
578817,275.62,68
578818,136.04,31
578819,790.06,11
578820,400.08000000000004,4
578821,441.0,3
578822,459.82,13
578824,289.1,59
578825,165.70000000000002,10
578826,279.75,17
578829,54.81,17
578830,182.15,9
578831,408.0,2
578834,524.74,31
578835,153.72,5
578836,156.09,23
578841,0.0,1
578843,202.47,33
578846,365.33,49
578848,14.11,2
578849,187.9,17
578850,223.79000000000002,31
578851,332.16999999999996,21
578852,400.62,107
578853,116.78,11
578854,388.42,13
578855,148.85,9
578856,707.8100000000001,40
578857,38.2,2
578858,758.3,82
578901,267.76,52
578914,170.06,15
578921,411.6,148
578922,218.4,32
578923,253.13,21
578924,307.90999999999997,19
578925,426.37,39
578926,528.71,85
578927,424.57,48
578928,687.86,75
578929,277.16,21
578931,261.71,52
578933,181.6,9
578934,213.07,33
578935,316.14,69
578936,506.61,65
578937,440.98,22
578938,25.200000000000003,1
578939,168.34,14
578941,251.24,64
578942,555.99,109
578943,348.84000000000003,28
578944,171.48,77
578945,125.83,19
578946,145.83,48
578947,534.58,51
578948,209.5,9
578949,336.17,85
578950,190.19,64
578951,499.23,8
578952,156.05,14
578953,208.71,38
578954,133.68,47
578977,464.77,59
578992,118.24000000000001,20
578993,244.86,54
578994,829.91,22
578995,599.62,100
578996,167.96,25
578997,165.0,16
578998,263.21,92
578999,230.89,49
579000,31.3,3
579001,470.9,100
579002,442.85,105
579003,231.95,10
579005,391.32,3
579006,128.88,1
579007,163.68,2
579008,389.28,4
579009,39.0,1
579010,103.6,4
579011,307.56,10
579012,164.93,26
579013,317.1,8
579014,552.48,8
579015,42.96,1
579016,387.78,7
579017,130.05,3
579027,295.43,9
579037,688.62,15
579039,154.4,9
579062,291.95,16
579067,163.55,8
579069,1073.23,59
579087,305.38,17
579089,111.11,32
579091,809.12,51
579093,2123.92,63
579094,882.6800000000001,38
579095,41.01,10
579096,350.92,11
579097,512.81,11
579098,192.2,55
579099,198.4,30
579100,345.44,25
579101,359.49,24
579102,805.6,43
579103,267.4,53
579106,1080.48,26
579107,16.5,1
579108,69.36,1
579109,34.8,2
579116,193.03,33
579121,91.06,4
579122,309.82,6
579123,139.6,4
579124,507.08,91
579125,445.81,28
579126,348.32000000000005,4
579128,161.39999999999998,5
579129,44.35,8
579130,163.01999999999998,4
579131,566.76,27
579132,223.56,52
579133,69.99,16
579134,499.56,22
579135,288.44,51
579136,316.93,13
579137,15.0,1
579138,313.14,15
579139,286.08,1
579141,276.68,76
579142,283.0,36
579143,265.24,15
579144,485.96,21
579145,718.05,52
579146,443.36,40
579147,187.1,44
579148,125.55,8
579149,361.62,20
579150,605.4,10
579151,139.92000000000002,2
579152,527.2,31
579153,245.1,13
579154,218.96,32
579155,113.42,28
579156,304.94,13
579157,213.3,15
579158,309.12,13
579159,152.43,9
579160,58.4,4
579161,404.66,83
579162,300.02,30
579163,730.08,4
579164,242.04000000000002,2
579165,217.81,13
579166,264.53000000000003,16
579167,1201.49,164
579168,546.04,43
579170,188.54000000000002,32
579171,371.74,39
579173,127.86,15
579174,309.51,15
579175,321.19,26
579176,280.46,12
579177,705.9000000000001,8
579179,71.09,7
579180,621.6,4
579181,208.79999999999998,1
579182,178.4,9
579183,481.68,4
579184,301.20000000000005,11
579185,114.60000000000001,2
579188,466.71999999999997,39
579189,976.8000000000001,2
579190,491.12,9
579191,216.0,1
579193,491.12,9
579194,206.32999999999998,11
579196,8107.72,533
579245,136.0,1
579249,1147.2,2
579250,279.05,13
579251,3821.36,3
579252,1034.4,2
579253,230.39999999999998,1
579254,301.32,19
579255,194.82,14
579256,247.32,16
579257,336.40000000000003,3
579258,301.29,20
579259,262.5,15
579260,257.4,8
579261,313.8,19
579262,93.84000000000002,2
579263,29.88,2
579264,44.2,3
579265,58.56,2
579267,1144.75,38
579268,300.16,19
579269,213.96,7
579270,246.3,14
579271,2586.6899999999996,10
579273,306.36,17
579274,301.25,20
579276,93.0,5
579278,197.10000000000002,6
579279,351.52,9
579280,107.9,6
579281,227.20000000000002,6
579282,127.76,7
579283,931.7,48
579284,3337.44,21
579285,160.35,8
579286,156.47,48
579287,152.32,9
579288,26.3,5
579293,216.75,49
579300,374.9,13
579301,293.15,88
579307,447.74,14
579328,164.57,10
579332,308.22,8
579339,337.28000000000003,5
579345,643.0,23
579350,807.68,17
579358,214.45000000000002,11
579364,194.54999999999998,5
579365,12.48,1
579387,137.07,32
579391,490.68,13
579393,566.98,29
579399,460.83,105
579400,696.8000000000001,7
579401,424.83000000000004,22
579402,348.35,3
579403,436.1,9
579404,275.85,12
579405,367.78000000000003,2
579406,304.9,7
579407,229.8,7
579408,584.14,96
579409,6.95,1
579410,64.56,3
579411,160.93,23
579412,333.92,23
579413,424.29,47
579414,390.37,50
579416,604.86,12
579419,94.02,6
579427,231.18,21
579430,198.33,45
579432,282.18,18
579433,302.87,18
579434,308.55,16
579435,43.5,2
579436,37.92,1
579437,31.85,2
579439,298.48,7
579440,471.98,23
579441,281.9,5
579442,262.8,15
579443,69.65,14
579444,395.97,20
579445,183.6,3
579446,528.48,32
579447,636.46,29
579448,4.68,1
579449,251.0,2
579450,967.5,1
579451,237.60000000000002,1
579452,225.0,1
579453,108.74,9
579454,70.81,7
579455,318.8,19
579456,218.47,74
579457,316.70000000000005,7
579458,339.21,126
579459,321.9,4
579461,1039.09,32
579462,310.78,10
579464,179.7,10
579465,220.85,35
579466,306.0,2
579467,287.51,15
579468,239.71,34
579469,179.0,1
579470,1079.27,194
579472,287.88,126
579473,392.06,24
579489,129.15,10
579491,322.07,64
579492,696.12,14
579493,344.62,18
579494,30.0,1
579495,327.48,8
579497,133.5,31
579498,3651.6,1
579499,574.98,29
579501,2075.81,29
579503,170.74,31
579505,444.87,7
579506,138.21,11
579507,261.68,16
579509,148.78,9
579510,727.0500000000001,27
579511,23.4,1
579513,123.15,3
579514,283.64,12
579515,370.13,19
579516,775.22,158
579517,34.120000000000005,7
579518,78.22,15
579520,186.68,47
579522,284.38,15
579523,729.6,7
579524,302.56,17
579525,1288.6399999999999,24
579526,170.16,3
579527,441.04,18
579528,119.0,4
579529,531.21,27
579530,288.36,19
579531,588.42,12
579533,329.85,17
579534,38.160000000000004,1
579535,353.40000000000003,18
579536,968.9,60
579538,1239.38,14
579539,350.97,18
579540,434.8,22
579541,287.64,46
579542,107.6,4
579543,16.66,2
579544,314.73,15
579545,931.46,18
579548,181.45,10
579549,163.22,12
579550,569.09,29
579551,450.40000000000003,9
579552,788.46,17
579553,760.71,31
579555,609.4,112
579556,126.66,23
579558,737.8000000000001,30
579559,169.20000000000002,57
579560,171.63,33
579561,149.01,24
579571,229.27,30
579572,329.4,14
579600,402.22,19
579605,295.90999999999997,28
579612,8.5,1
579619,117.54,5
579623,375.48,16
579629,248.17000000000002,28
579634,163.85,11
579666,428.73,22
579667,115.47,17
579668,405.47,26
579669,302.33,12
579670,146.91,7
579671,160.18,10
579672,1897.04,30
579673,223.60999999999999,52
579674,155.7,10
579675,327.51,12
579676,300.5,12
579677,173.81,7
579678,320.04,6
579679,105.05,14
579684,84.24000000000001,3
579685,311.97,15
579686,249.60000000000002,1
579687,273.0,2
579689,143.09,37
579690,141.72,44
579692,2843.29,68
579693,206.45,11
579708,506.96000000000004,19
579711,141.88,68
579712,122.32,13
579725,2.88,1
579741,163.59,68
579747,371.6,12
579749,753.1,34
579750,448.45,28
579754,366.23,39
579759,363.88,3
579768,482.96000000000004,9
579779,80.85000000000001,4
579784,1371.6,8
579786,307.79999999999995,4
579788,30.0,1
579789,75.35,5
579790,56.0,1
579792,1319.16,68
579807,315.66,13
579832,371.56,20
579834,200.04,7
579837,991.1999999999999,8
579840,109.6,10
579843,1348.5800000000002,27
579846,427.64,18
579848,220.57999999999998,10
579854,271.75,16
579865,109.68,8
579867,789.9,33
579868,328.32,22
579870,292.40999999999997,14
579872,278.82,17
579881,905.52,27
579885,1075.36,147
579899,251.59,12
579900,333.05,19
579901,208.19,10
579910,367.75,15
579916,402.96,3
579917,99.60000000000001,1
579920,352.56,4
579921,487.91999999999996,7
579922,302.28,5
579927,487.68,24
579936,780.0,1
579937,98.10000000000001,5
579938,1225.16,73
579939,215.25,4
579940,325.63,21
579941,414.48,24
579942,367.39000000000004,21
579943,373.74,22
579946,218.94,34
579947,16.5,1
579949,283.81,14
579954,498.43999999999994,16
579962,107.42,6
579980,136.85,27
579986,2251.51,14
579990,353.27,12
579991,282.56,23
580005,112.75999999999999,19
580021,351.15,11
580022,78.48,5
580023,360.3,6
580024,376.1,26
580025,241.97,49
580026,308.15999999999997,2
580027,420.12,69
580028,154.45000000000002,11
580029,385.30000000000007,6
580030,312.29,18
580031,151.02,2
580032,149.4,23
580033,270.40000000000003,8
580043,270.61,26
580044,334.39,21
580045,355.38,5
580046,315.61,10
580047,67.92999999999999,23
580048,139.03,51
580049,204.22,14
580050,132.97,25
